step,metric,metric_display,mean,std,num_seeds,raw_seed7,smooth_seed7,raw_seed8,smooth_seed8,raw_seed9,smooth_seed9
303,validation/outcome/success_lift_vs_dataset,Validation,0.04184026666666666,0.009329963843207303,3,0.036458,0.0328124,0.026042,0.0380208,0.033854,0.0546876
306,validation/outcome/success_lift_vs_dataset,Validation,0.03576386666666667,0.014392007920447454,3,-0.010417,0.020833200000000003,0.036458,0.03125,0.067708,0.055208400000000005
309,validation/outcome/success_lift_vs_dataset,Validation,0.03611106666666667,0.010642855186253153,3,0.026042,0.0234374,0.080729,0.0354166,0.026042,0.04947920000000001
312,validation/outcome/success_lift_vs_dataset,Validation,0.03819446666666667,0.00855106912509905,3,0.054688,0.026562600000000002,0.075521,0.046875,0.036458,0.04114580000000001
315,validation/outcome/success_lift_vs_dataset,Validation,0.0444444,0.011326069295214472,3,0.039062,0.029166599999999997,0.0625,0.05625,0.075521,0.04791660000000001
318,validation/outcome/success_lift_vs_dataset,Validation,0.04600693333333333,0.01781180348445628,3,-0.005208,0.0208334,0.041667,0.059375,0.083333,0.05781240000000001
321,validation/outcome/success_lift_vs_dataset,Validation,0.047048666666666676,0.013423074586033645,3,0.026042,0.0281252,0.015625,0.055208400000000005,0.067708,0.05781240000000001
324,validation/outcome/success_lift_vs_dataset,Validation,0.04704866666666666,0.017463107166315574,3,0.010417,0.0250002,0.046875,0.048437600000000004,0.075521,0.06770820000000001
327,validation/outcome/success_lift_vs_dataset,Validation,0.0390626,0.021700611230715757,3,-0.005208,0.013021,0.023438,0.038021,0.028646,0.0661458
330,validation/outcome/success_lift_vs_dataset,Validation,0.0355904,0.02177679056426819,3,0.026042,0.010417,0.036458,0.032812600000000004,0.0625,0.0635416
333,validation/outcome/success_lift_vs_dataset,Validation,0.03298626666666667,0.0145914987727634,3,0.026042,0.016666999999999998,0.028646,0.030208399999999996,0.026042,0.052083400000000016
336,validation/outcome/success_lift_vs_dataset,Validation,0.028472466666666668,0.011189460394893444,3,0.023438,0.0161462,-0.005208,0.026041799999999997,0.023438,0.04322940000000001
339,validation/outcome/success_lift_vs_dataset,Validation,0.022222466666666673,0.006383604094518677,3,0.002604,0.014583599999999999,0.026042,0.021875199999999997,0.010417,0.03020860000000001
342,validation/outcome/success_lift_vs_dataset,Validation,0.02951406666666667,0.007082015128164836,3,0.020833,0.0197918,0.075521,0.032291799999999996,0.059896,0.03645860000000001
345,validation/outcome/success_lift_vs_dataset,Validation,0.029861266666666674,0.007729109888093341,3,0.023438,0.019271,0.039062,0.032812600000000004,0.067708,0.037500200000000004
348,validation/outcome/success_lift_vs_dataset,Validation,0.03211813333333333,0.010048506008136513,3,0.020833,0.0182292,0.046875,0.0364584,0.046875,0.041666800000000004
351,validation/outcome/success_lift_vs_dataset,Validation,0.03697913333333334,0.017373234988977217,3,-0.005208,0.0125,0.067708,0.0510416,0.052083,0.0473958
354,validation/outcome/success_lift_vs_dataset,Validation,0.04045133333333333,0.022114716606720417,3,-0.002604,0.011458399999999999,0.096354,0.06510400000000001,-0.002604,0.0447916
357,validation/outcome/success_lift_vs_dataset,Validation,0.0388888,0.019820380828497384,3,0.041667,0.0156252,0.070312,0.0640622,0.020833,0.036979000000000005
360,validation/outcome/success_lift_vs_dataset,Validation,0.03993046666666667,0.019288656073684574,3,0.054688,0.0218752,0.052083,0.0666664,0.039062,0.031249800000000005
363,validation/outcome/success_lift_vs_dataset,Validation,0.04218746666666667,0.018998971708548397,3,0.028646,0.0234378,0.054688,0.06822900000000001,0.065104,0.034895600000000006
366,validation/outcome/success_lift_vs_dataset,Validation,0.04583333333333334,0.014052836804321357,3,0.049479,0.0343752,0.054688,0.065625,0.065104,0.03749980000000001
369,validation/outcome/success_lift_vs_dataset,Validation,0.04670133333333334,0.003858539814777377,3,0.033854,0.0416668,0.005208,0.0473958,0.065104,0.0510414
372,validation/outcome/success_lift_vs_dataset,Validation,0.04843746666666667,0.013100291116697454,3,0.044271,0.042187600000000006,0.015625,0.0364584,0.098958,0.0666664
375,validation/outcome/success_lift_vs_dataset,Validation,0.048958266666666674,0.0179566430636563,3,0.065104,0.0442708,0.018229,0.029687599999999998,0.070312,0.07291640000000002
378,validation/outcome/success_lift_vs_dataset,Validation,0.05295126666666666,0.01920883455241942,3,0.026042,0.04375,0.083333,0.035416600000000006,0.098958,0.0796872
381,validation/outcome/success_lift_vs_dataset,Validation,0.051215133333333336,0.021983499090807993,3,0.013021,0.036458399999999995,0.052083,0.0348956,0.078125,0.08229140000000001
384,validation/outcome/success_lift_vs_dataset,Validation,0.051909666666666666,0.020065369348097117,3,0.049479,0.039583400000000005,0.010417,0.0359374,0.054688,0.0802082
387,validation/outcome/success_lift_vs_dataset,Validation,0.04895826666666667,0.014052891161924258,3,0.033854,0.0375,0.039062,0.0406248,0.041667,0.06875
390,validation/outcome/success_lift_vs_dataset,Validation,0.05104166666666667,0.012463780396368073,3,0.072917,0.0390626,0.044271,0.045833200000000004,0.067708,0.06822920000000002
393,validation/outcome/success_lift_vs_dataset,Validation,0.05017366666666667,0.01149257593908153,3,0.054688,0.0447918,0.052083,0.0395832,0.088542,0.06614600000000001
396,validation/outcome/success_lift_vs_dataset,Validation,0.053819533333333336,0.009378293043453535,3,0.072917,0.056771,0.059896,0.041145799999999996,0.065104,0.06354180000000001
399,validation/outcome/success_lift_vs_dataset,Validation,0.05781253333333334,0.008910265745881111,3,0.067708,0.06041680000000001,0.033854,0.0458332,0.072917,0.0671876
402,validation/outcome/success_lift_vs_dataset,Validation,0.06215273333333334,0.011733902816861723,3,0.070312,0.0677084,0.039062,0.045833200000000004,0.070312,0.0729166
405,validation/outcome/success_lift_vs_dataset,Validation,0.0630208,0.014902291335227615,3,0.044271,0.0619792,0.041667,0.0453124,0.111979,0.0817708
408,validation/outcome/success_lift_vs_dataset,Validation,0.05920126666666666,0.014460851392485695,3,0.039062,0.058854,0.033854,0.0416666,0.065104,0.07708319999999999
411,validation/outcome/success_lift_vs_dataset,Validation,0.04965260000000001,0.014510793263866265,3,0.018229,0.047916400000000005,0.015625,0.032812400000000005,0.020833,0.068229
414,validation/outcome/success_lift_vs_dataset,Validation,0.0496526,0.014819069947424726,3,0.091146,0.052604000000000005,0.020833,0.030208199999999998,0.0625,0.0661456
417,validation/outcome/success_lift_vs_dataset,Validation,0.04878466666666667,0.01531718604298961,3,0.054688,0.0494792,0.036458,0.029687399999999996,0.075521,0.06718740000000001
420,validation/outcome/success_lift_vs_dataset,Validation,0.04670133333333334,0.010454225436423091,3,0.052083,0.0510416,0.054688,0.0322916,0.059896,0.056770799999999996
423,validation/outcome/success_lift_vs_dataset,Validation,0.048263933333333335,0.012802586574421416,3,0.088542,0.060937599999999995,0.026042,0.0307292,0.046875,0.053125
426,validation/outcome/success_lift_vs_dataset,Validation,0.056770866666666676,0.01657420568178826,3,0.083333,0.07395840000000001,0.033854,0.034375,0.065104,0.06197920000000001
429,validation/outcome/success_lift_vs_dataset,Validation,0.05989593333333334,0.01309354696872555,3,0.088542,0.07343759999999999,0.059896,0.042187600000000006,0.072917,0.0640626
432,validation/outcome/success_lift_vs_dataset,Validation,0.0645834,0.010442596061644178,3,0.080729,0.07864579999999999,0.09375,0.053646000000000006,0.0625,0.0614584
435,validation/outcome/success_lift_vs_dataset,Validation,0.06649313333333333,0.015534060421609736,3,0.088542,0.08593759999999999,0.026042,0.0479168,0.080729,0.065625
438,validation/outcome/success_lift_vs_dataset,Validation,0.06736106666666668,0.012717539318944088,3,0.065104,0.08124999999999999,0.039062,0.0505208,0.070312,0.07031240000000001
441,validation/outcome/success_lift_vs_dataset,Validation,0.06788193333333332,0.014195873351866107,3,0.075521,0.0796876,0.020833,0.0479166,0.09375,0.0760416
444,validation/outcome/success_lift_vs_dataset,Validation,0.0670138,0.015192725502248329,3,0.0625,0.0744792,0.049479,0.0458332,0.096354,0.08072900000000001
447,validation/outcome/success_lift_vs_dataset,Validation,0.0659722,0.020092420048034697,3,0.085938,0.075521,0.054688,0.0380208,0.080729,0.0843748
450,validation/outcome/success_lift_vs_dataset,Validation,0.06163193333333333,0.01794344241765096,3,0.054688,0.06875020000000001,0.020833,0.036979,0.054688,0.0791666
453,validation/outcome/success_lift_vs_dataset,Validation,0.05677086666666666,0.01954809210900701,3,0.067708,0.069271,0.0,0.029166599999999997,0.033854,0.071875
456,validation/outcome/success_lift_vs_dataset,Validation,0.050520866666666664,0.018879731746917264,3,0.036458,0.0614584,-0.005208,0.023958399999999998,0.065104,0.0661458
459,validation/outcome/success_lift_vs_dataset,Validation,0.0453126,0.018521946129569287,3,0.010417,0.051041800000000005,0.03125,0.0203126,0.088542,0.0645834
462,validation/outcome/success_lift_vs_dataset,Validation,0.0395834,0.01901340505432943,3,0.015625,0.036979200000000004,0.041667,0.017708400000000003,0.078125,0.0640626
465,validation/outcome/success_lift_vs_dataset,Validation,0.04201393333333333,0.017847263078566288,3,0.041667,0.034375,0.057292,0.0250002,0.067708,0.06666659999999999
468,validation/outcome/success_lift_vs_dataset,Validation,0.04600706666666667,0.023079069669483847,3,0.044271,0.029687599999999998,0.023438,0.029687799999999997,0.09375,0.07864580000000002
471,validation/outcome/success_lift_vs_dataset,Validation,0.049305733333333344,0.022302004266482923,3,0.044271,0.0312502,0.026042,0.0359378,0.075521,0.08072920000000001
474,validation/outcome/success_lift_vs_dataset,Validation,0.0532988,0.01731753809831717,3,0.072917,0.043750199999999996,0.044271,0.038542,0.072917,0.0776042
